sample	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	PC21	PC22	PC23
S_23_10_25	0.034900945769669636	-0.01502067626726107	-0.05511242950831638	0.028133291681437918	0.051308018310682706	-0.011421014065962949	0.015663810503438097	0.024910415695917988	-0.0020192571219070214	-0.0026511764685307783	-0.0012088029226898721	0.004349217853404636	0.011771305359211054	-0.006073685629201756	0.001853491728727154	0.01088896243481672	0.011062437840279478	-5.979697629269203e-05	-0.002562725651236588	0.0055496766843448776	-0.0005905626358474729	0.0	0.0
S_24_01_04	-0.021068923676615683	0.008979829817074892	-0.03082644340100936	0.0022381421284534578	0.022734171071609507	-0.016506664746263347	-0.011838363163252496	-0.022650779497870435	0.010811586924761632	-0.004423958423164765	0.004275268575322762	-0.011771770305565078	0.009182737786883879	0.015334691710409895	0.008797099155636923	0.0004941538412055993	0.0037020899326607373	0.011864407752293013	0.011160313274789087	0.003345469238664894	0.0022338008559436174	0.0	0.0
S_24_03_04	-0.05910045454863403	0.016902772968693594	-0.011439479142012435	0.0006841404634138954	-0.007990914526137278	-0.01553451434374499	0.007771448046240953	0.0004622661576567194	0.015323741099778113	-0.007275469924833833	0.009888637366677163	-0.0069750152872490164	-0.005117831152556726	0.010599766013191408	-0.006393084374466344	-0.00884426940196594	0.0034578266470283872	-0.0029777814065456644	-0.020523276017414768	0.0066340918724984805	0.0006893789968038864	0.0	0.0
S_24_04_16	0.030728388312830562	-0.10152883054369237	-0.015635695491841916	0.0038960908712249082	-0.04743972792170593	0.030206019707022913	-0.041480405153073024	0.010106418031920509	-0.007631914640114548	-0.004409240033492462	0.01848988592736304	0.005749372948272253	-0.006273042772597634	0.002065233700129549	-0.006124469426501189	0.00022766736327055082	0.00867157622838812	0.0030334384294070722	0.0028611172280441684	0.0030548575975750058	-0.0009017834220230337	0.0	0.0
S_24_07_05	0.008258022428195556	-0.01541972742392693	-0.03166919439553263	-0.002908701488827577	0.03933044955736873	-0.03345128364727081	-0.009293818141986713	0.007407024847213116	-0.007999189294029664	-0.022066383950671755	0.0032725792268168824	-0.0010690476213649819	-0.015128016963818826	0.007509771816942379	-0.01000741354756551	-0.009257166036767326	-0.011864672064842978	-0.0006476462711462969	0.0051750560700370716	-0.004363335659327867	-0.0031908353836553865	0.0	0.0
S_24_09_05	0.04549652678287617	0.045830087912155044	-0.040278120621182356	-0.02194211076215454	-0.006537264300158516	0.016171138884051216	-0.01757557566193692	-0.016239351717846802	-0.0018740874098394035	0.014402362198646566	-0.0076772794567032425	-0.009720042056389622	-0.004557080664214092	-0.016128292086854654	-0.0012242077896829579	0.0016316046855151503	-0.011734127370617277	-0.0003125874394898257	0.0005304509601145686	0.012276015493117106	-0.002700436759728873	0.0	0.0
S_24_11_06	-0.045287151529099796	0.021487664205526433	-0.007261973467573009	0.008750946999450181	-0.004549928872272747	-0.0020780034770948607	-0.002733215802257629	-0.0008352187532358061	0.015996955656059315	-0.003156486134548531	0.010372227772140858	-0.005924688260695799	-0.0022636830525857425	-0.0007885577387372672	-0.004383505266369119	0.013284366563956063	0.0015351045225729658	-0.021690374437107137	0.007052325047569677	-0.0034797353058040772	-0.0012532694144042661	0.0	0.0
S_25_03_07	0.31165617665825457	0.03688290372919335	0.034598084133682296	-0.030683698817175274	-0.014294647375345897	-0.023970100453803753	0.003858840772617901	0.028341541218454037	-0.0004726245661808964	0.0004976239212903677	-0.002044065133996048	-0.00041317477900138996	0.005170453033212602	0.0023493093202595593	-0.001933954676876663	-0.0017191066293521177	0.0015517955200345993	0.00018736369362282022	0.0012250515228619434	-9.865825201733649e-05	-9.850671936668836e-05	0.0	0.0
S_25_04_30	-0.014614255501489037	-0.011339771729566715	0.0056639531048287275	0.05063245331696465	-0.015641625792316906	-0.0013588234158732288	-0.00954245265491059	-0.01023711513715692	-0.009625542888910555	-0.01166165399870588	-0.03210206244149323	-0.005341151208680445	0.012962728693843907	-0.005967655463185791	-0.019470371832722544	0.003367307937136936	-0.000411779549607298	0.0041568332129489835	-0.0032229462794462205	-0.004009929814468287	0.0008462364305868424	0.0	0.0
S_25_07_10	0.08808256844463692	0.0022934805469100976	0.057266911587215905	0.0313360670293084	0.013972557239471713	-0.004715880089121738	-0.0034524699655220747	-0.03861526077326003	0.007976547006666296	0.0028966179537559104	0.02079891366275064	0.008622556619783804	0.0023822977799227824	0.0007202748106831131	0.00133354519307069	0.010400755794344714	-0.0043291091191617675	0.005974139393316061	-0.006852434494786494	-0.003053966071526698	-0.003958559111339014	0.0	0.0
S_25_09_12	0.06915677403611652	-0.0009764460976062139	0.02446986219659045	0.04874733336469259	-0.022319120942146695	-0.017126604583968166	0.012672922501339393	-0.02668262507281952	-0.0016117094697262627	-0.0022565893831900073	-0.009773402287916797	-0.002592862614224788	-0.012471434739683929	-0.0015772848245479202	0.008046258531534565	-0.010307941542568142	0.006927757098473703	-0.00827422234850565	0.006074913596281061	0.0038421698331387835	0.003786699112871086	0.0	0.0
S_25_11_25	-0.06431235820723172	-0.011472044903511234	0.029427686999953993	0.03248201021087625	0.012228498557312232	-0.013899444634393137	-0.02519669565471263	0.02074560039825136	-0.03413724656589976	0.011825444536659862	-0.0019064028559613146	-0.009481503396540539	-0.003003882919596229	0.0011285565768689148	0.02004057404242544	0.0007382816597386579	-0.003644329677058437	-0.0030415137092166854	-0.005770079532000922	-0.0016019800472402365	-0.000735899871613173	0.0	0.0
