source_sample	bin_id	pass_GUNC	primary_gunc_summary_path_note
MG231025	METAMDBG-SemiBin2Refined-group-group_231025.5_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	METAMDBG-DASToolUnbinned-group-group_231025	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-CONCOCTRefined-group-group_231025.18	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-CONCOCTRefined-group-group_231025.66	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MaxBin2Refined-group-group_231025.002	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MaxBin2Refined-group-group_231025.009_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MaxBin2Refined-group-group_231025.010	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBAT2Refined-group-group_231025.13	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBAT2Refined-group-group_231025.20	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBAT2Refined-group-group_231025.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBAT2Refined-group-group_231025.38_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBAT2Refined-group-group_231025.43_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBAT2Refined-group-group_231025.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBAT2Refined-group-group_231025.58	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBinnerRefined-group-group_231025.12	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBinnerRefined-group-group_231025.14	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBinnerRefined-group-group_231025.17	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBinnerRefined-group-group_231025.18_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-MetaBinnerRefined-group-group_231025.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.109	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.16	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.18	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.4	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-SemiBin2Refined-group-group_231025.9	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG231025	FLYE-DASToolUnbinned-group-group_231025	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-CONCOCTRefined-group-group_240104.24_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-CONCOCTRefined-group-group_240104.32	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-CONCOCTRefined-group-group_240104.49_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-CONCOCTRefined-group-group_240104.57	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MaxBin2Refined-group-group_240104.010	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MaxBin2Refined-group-group_240104.046_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MaxBin2Refined-group-group_240104.049_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MaxBin2Refined-group-group_240104.050	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBAT2Refined-group-group_240104.41_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBAT2Refined-group-group_240104.57_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBAT2Refined-group-group_240104.81_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.15_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.16	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.17	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.19	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.21_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.23	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.2_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.5_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.7	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-MetaBinnerRefined-group-group_240104.9	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-SemiBin2Refined-group-group_240104.0	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-SemiBin2Refined-group-group_240104.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-SemiBin2Refined-group-group_240104.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-SemiBin2Refined-group-group_240104.5_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-SemiBin2Refined-group-group_240104.71	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-SemiBin2Refined-group-group_240104.72_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-SemiBin2Refined-group-group_240104.8	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	METAMDBG-DASToolUnbinned-group-group_240104	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	FLYE-DASToolUnbinned-group-group_240104	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	FLYE-CONCOCTRefined-group-group_240104.11	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	FLYE-CONCOCTRefined-group-group_240104.40	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	FLYE-CONCOCTRefined-group-group_240104.56	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	FLYE-MetaBAT2Refined-group-group_240104.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	FLYE-SemiBin2Refined-group-group_240104.0	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240104	FLYE-SemiBin2Refined-group-group_240104.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-DASToolUnbinned-group-group_240304	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-CONCOCTRefined-group-group_240304.116	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-CONCOCTRefined-group-group_240304.66_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-CONCOCTRefined-group-group_240304.97	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MaxBin2Refined-group-group_240304.026_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBAT2Refined-group-group_240304.55	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBAT2Refined-group-group_240304.66_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBAT2Refined-group-group_240304.7_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.10_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.12_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.13_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.15_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.19_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.20	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.29_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-MetaBinnerRefined-group-group_240304.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.0	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.1	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.11	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.12	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.2	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.23	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.4	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.7	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-SemiBin2Refined-group-group_240304.8	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	FLYE-DASToolUnbinned-group-group_240304	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-CONCOCTRefined-group-group_240304.20_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-CONCOCTRefined-group-group_240304.51	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MaxBin2Refined-group-group_240304.020	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MaxBin2Refined-group-group_240304.040_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MaxBin2Refined-group-group_240304.072_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.123_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.124_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.13	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.142_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.148	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.155_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.160	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.168	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.198	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.199	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.32_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.5	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.72_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBAT2Refined-group-group_240304.75_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.11	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.14	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.15	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.16_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.18	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.19	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.21	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.23_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.24_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.29	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.34	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.35_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.36	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.38_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.39	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.42	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.46	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.48	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.49_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.52_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.57_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.7	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-MetaBinnerRefined-group-group_240304.9_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.180	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.196	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.205_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.209_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.219_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.3	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.6	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240304	METAMDBG-SemiBin2Refined-group-group_240304.8	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.113	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.12_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.137	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.142	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.151_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.153_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.16_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.184_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.186_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.187_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.18_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.206_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.212_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.255_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.266_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.30	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.313	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.52_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.76_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.78_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.94	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.97	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-CONCOCTRefined-group-group_240416.99_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.001	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.002	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.006	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.013	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.014	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.016_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.020	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.021	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.022	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.030	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.031_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.032_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.037	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.042_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.043	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.048	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.053_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.063_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.068	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.071_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.076_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.122_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.166_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.168_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.171_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.250_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MaxBin2Refined-group-group_240416.267_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1037	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1042_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1043	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1044	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1048	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1064	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1080_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1095_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.109_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1105	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.112	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1129_sub	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1135	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1169	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1176_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1184	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1192	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1194_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.122	False	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1220_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.1221_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.126	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.127	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.13_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.14_sub	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
MG240416	METAMDBG-MetaBAT2Refined-group-group_240416.162	True	per-sample `GenomeBinning/QC/gunc_summary.tsv`
