contig_id	MAG_ID
ctg32040	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg32527	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg34180	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg34984	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg35249	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg36948	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg37691	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg38809	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg38821	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg38981	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg39372	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg39908	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg41149	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg45405	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg49519	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg50294	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg50312	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg50989	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg52202	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg55109	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg55504	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg55750	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg55886	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg56359	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg58400	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg58845	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg59540	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg59564	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg59809	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg60748	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg61201	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg62222	METAMDBG-MetaBAT2Refined-group-group_240304.5
ctg2268	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg15443	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg74144	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg106468	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg128087	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg203136	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg283297	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg291435	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg313530	METAMDBG-MetaBAT2Refined-group-group_240416.112
ctg222614	METAMDBG-MetaBAT2Refined-group-group_240416.1169
ctg334076	METAMDBG-MetaBAT2Refined-group-group_240416.1169
ctg343303	METAMDBG-MetaBAT2Refined-group-group_240416.1169
ctg11872	METAMDBG-MetaBAT2Refined-group-group_240416.257
ctg158740	METAMDBG-MetaBAT2Refined-group-group_240416.257
ctg10021	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg30284	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg43916	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg49452	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg76949	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg150333	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg190273	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg202234	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg203159	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg232252	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg258043	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg320630	METAMDBG-MetaBAT2Refined-group-group_240416.291
ctg209202	METAMDBG-MetaBAT2Refined-group-group_240416.313
ctg251277	METAMDBG-MetaBAT2Refined-group-group_240416.313
ctg342482	METAMDBG-MetaBAT2Refined-group-group_240416.313
ctg6793	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub
ctg41728	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub
ctg58452	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub
ctg67571	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub
ctg147172	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub
ctg197305	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub
ctg326149	METAMDBG-MetaBAT2Refined-group-group_240416.708_sub
ctg16980	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg18659	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg23987	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg35135	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg149464	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg176972	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg284082	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg324867	METAMDBG-MetaBAT2Refined-group-group_240416.795
ctg17410	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg21614	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg27786	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg33814	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg34293	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg35345	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg48879	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg49039	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg52428	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg53163	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg70174	METAMDBG-MetaBinnerRefined-group-group_240416.1
ctg75061	METAMDBG-MetaBinnerRefined-group-group_240416.1
